district_id,pm_25,aqi_index,time
VNM.1.1_1,15.964736,59,2024-11-30
VNM.1.2_1,13.679895,54,2024-11-30
VNM.1.3_1,16.488186,60,2024-11-30
VNM.1.4_1,15.739371,59,2024-11-30
VNM.1.5_1,14.912414,57,2024-11-30
VNM.1.6_1,13.994502,55,2024-11-30
VNM.1.7_1,15.528992,58,2024-11-30
VNM.1.8_1,14.714693,56,2024-11-30
VNM.1.9_1,16.085024,59,2024-11-30
VNM.1.10_1,14.132248,55,2024-11-30
VNM.1.11_1,15.977994,59,2024-11-30
VNM.2.1_1,10.476575,44,2024-11-30
VNM.2.2_1,11.70683,49,2024-11-30
VNM.2.3_1,12.052262,51,2024-11-30
VNM.2.4_1,12.101003,51,2024-11-30
VNM.2.5_1,11.375493,48,2024-11-30
VNM.2.6_1,11.408917,48,2024-11-30
VNM.2.7_1,12.250891,51,2024-11-30
VNM.3.1_1,69.24731,158,2024-11-30
VNM.3.2_1,66.90218,157,2024-11-30
VNM.3.3_1,51.101883,139,2024-11-30
VNM.3.4_1,37.32424,105,2024-11-30
VNM.3.5_1,33.451916,96,2024-11-30
VNM.3.6_1,30.0675,89,2024-11-30
VNM.3.7_1,56.277504,151,2024-11-30
VNM.3.8_1,57.813473,152,2024-11-30
VNM.3.9_1,48.532787,133,2024-11-30
VNM.3.10_1,42.964214,119,2024-11-30
VNM.4.1_1,31.996017,93,2024-11-30
VNM.4.2_1,30.819998,90,2024-11-30
VNM.4.3_1,31.631907,92,2024-11-30
VNM.4.4_1,32.553482,94,2024-11-30
VNM.4.5_1,31.976349,93,2024-11-30
VNM.4.6_1,31.781355,92,2024-11-30
VNM.4.7_1,28.650263,86,2024-11-30
VNM.4.8_1,32.281284,93,2024-11-30
VNM.5.1_1,63.547234,155,2024-11-30
VNM.5.2_1,52.92641,144,2024-11-30
VNM.5.3_1,52.761993,144,2024-11-30
VNM.5.4_1,54.33619,147,2024-11-30
VNM.5.5_1,75.8825,162,2024-11-30
VNM.5.6_1,58.070427,152,2024-11-30
VNM.5.7_1,62.418842,155,2024-11-30
VNM.5.8_1,92.69285,170,2024-11-30
VNM.6.1_1,14.216167,55,2024-11-30
VNM.6.2_1,11.851205,50,2024-11-30
VNM.6.3_1,12.778479,52,2024-11-30
VNM.6.4_1,12.0142355,50,2024-11-30
VNM.6.5_1,13.205516,53,2024-11-30
VNM.6.6_1,14.864357,57,2024-11-30
VNM.6.7_1,11.283008,47,2024-11-30
VNM.6.8_1,12.624666,52,2024-11-30
VNM.6.9_1,11.625753,48,2024-11-30
VNM.7.1_1,14.449091,56,2024-11-30
VNM.7.2_1,14.641825,56,2024-11-30
VNM.7.3_1,14.704885,56,2024-11-30
VNM.7.4_1,14.165545,55,2024-11-30
VNM.7.5_1,14.602908,56,2024-11-30
VNM.7.6_1,13.145894,53,2024-11-30
VNM.7.7_1,12.76921,52,2024-11-30
VNM.8.1_1,14.289858,56,2024-11-30
VNM.8.2_1,12.421915,52,2024-11-30
VNM.8.3_1,13.890623,55,2024-11-30
VNM.8.4_1,12.591692,52,2024-11-30
VNM.8.5_1,12.139327,51,2024-11-30
VNM.8.6_1,11.722757,49,2024-11-30
VNM.8.7_1,10.09275,42,2024-11-30
VNM.8.8_1,12.537797,52,2024-11-30
VNM.8.9_1,10.055096,42,2024-11-30
VNM.8.10_1,14.022968,55,2024-11-30
VNM.8.11_1,12.018521,50,2024-11-30
VNM.9.1_1,13.926479,55,2024-11-30
VNM.9.2_1,12.948167,53,2024-11-30
VNM.9.3_1,13.647442,54,2024-11-30
VNM.9.4_1,16.208496,60,2024-11-30
VNM.9.5_1,16.330902,60,2024-11-30
VNM.9.6_1,13.674452,54,2024-11-30
VNM.9.7_1,13.234234,53,2024-11-30
VNM.9.8_1,12.750486,52,2024-11-30
VNM.9.9_1,14.716247,56,2024-11-30
VNM.10.1_1,18.950245,66,2024-11-30
VNM.10.2_1,18.450733,64,2024-11-30
VNM.10.3_1,14.817109,57,2024-11-30
VNM.10.4_1,16.809946,61,2024-11-30
VNM.10.5_1,13.692624,54,2024-11-30
VNM.10.6_1,11.811432,49,2024-11-30
VNM.10.7_1,12.305268,51,2024-11-30
VNM.10.8_1,15.544031,58,2024-11-30
VNM.10.9_1,18.858027,65,2024-11-30
VNM.10.10_1,14.820411,57,2024-11-30
VNM.10.11_1,16.45057,60,2024-11-30
VNM.11.1_1,17.468054,62,2024-11-30
VNM.11.2_1,13.684853,54,2024-11-30
VNM.11.3_1,13.384662,54,2024-11-30
VNM.11.4_1,17.202736,62,2024-11-30
VNM.11.5_1,13.234745,53,2024-11-30
VNM.11.6_1,12.957905,53,2024-11-30
VNM.11.7_1,14.930655,57,2024-11-30
VNM.11.8_1,10.042379,42,2024-11-30
VNM.11.9_1,14.618273,56,2024-11-30
VNM.11.10_1,14.994254,57,2024-11-30
VNM.12.1_1,12.253545,51,2024-11-30
VNM.12.2_1,12.328113,51,2024-11-30
VNM.12.3_1,11.783873,49,2024-11-30
VNM.12.4_1,11.681751,49,2024-11-30
VNM.12.5_1,13.01704,53,2024-11-30
VNM.12.6_1,11.352586,48,2024-11-30
VNM.12.7_1,13.880327,55,2024-11-30
VNM.12.8_1,10.314078,43,2024-11-30
VNM.12.9_1,12.534644,52,2024-11-30
VNM.13.1_1,10.227528,42,2024-11-30
VNM.13.2_1,12.404871,52,2024-11-30
VNM.13.3_1,13.398641,54,2024-11-30
VNM.13.4_1,12.884324,53,2024-11-30
VNM.13.5_1,12.803704,52,2024-11-30
VNM.13.6_1,13.305024,54,2024-11-30
VNM.13.7_1,11.832939,49,2024-11-30
VNM.13.8_1,12.740386,52,2024-11-30
VNM.13.9_1,13.256313,54,2024-11-30
VNM.14.1_1,27.488676,83,2024-11-30
VNM.14.2_1,24.969036,78,2024-11-30
VNM.14.3_1,32.67321,94,2024-11-30
VNM.14.4_1,31.052584,91,2024-11-30
VNM.14.5_1,31.653505,92,2024-11-30
VNM.14.6_1,32.23145,93,2024-11-30
VNM.14.7_1,30.7188,90,2024-11-30
VNM.14.8_1,31.363047,92,2024-11-30
VNM.14.9_1,32.049652,93,2024-11-30
VNM.14.10_1,32.69967,94,2024-11-30
VNM.14.11_1,31.469442,92,2024-11-30
VNM.14.12_1,31.914185,93,2024-11-30
VNM.14.13_1,31.838802,92,2024-11-30
VNM.15.1_1,12.463816,52,2024-11-30
VNM.15.2_1,12.540325,52,2024-11-30
VNM.15.3_1,10.681708,45,2024-11-30
VNM.15.4_1,12.549791,52,2024-11-30
VNM.15.5_1,13.702759,54,2024-11-30
VNM.15.6_1,11.4723,48,2024-11-30
VNM.15.7_1,14.227552,55,2024-11-30
VNM.15.8_1,12.349391,51,2024-11-30
VNM.15.9_1,11.456457,48,2024-11-30
VNM.15.10_1,13.326385,54,2024-11-30
VNM.15.11_1,12.06768,51,2024-11-30
VNM.15.12_1,10.899308,45,2024-11-30
VNM.15.13_1,12.283916,51,2024-11-30
VNM.15.14_1,11.307689,47,2024-11-30
VNM.15.15_1,12.460815,52,2024-11-30
VNM.16.1_1,12.117605,51,2024-11-30
VNM.16.2_1,13.456891,54,2024-11-30
VNM.16.3_1,13.715255,54,2024-11-30
VNM.16.4_1,11.964012,50,2024-11-30
VNM.16.5_1,12.76347,52,2024-11-30
VNM.16.6_1,12.517168,52,2024-11-30
VNM.16.7_1,12.9923935,53,2024-11-30
VNM.16.8_1,13.859295,55,2024-11-30
VNM.17.1_1,13.929404,55,2024-11-30
VNM.17.2_1,14.074729,55,2024-11-30
VNM.17.3_1,13.850193,55,2024-11-30
VNM.17.4_1,12.858409,53,2024-11-30
VNM.17.5_1,14.059577,55,2024-11-30
VNM.17.6_1,15.990323,59,2024-11-30
VNM.17.7_1,13.237932,53,2024-11-30
VNM.17.8_1,12.792274,52,2024-11-30
VNM.17.9_1,13.292653,54,2024-11-30
VNM.17.10_1,14.539141,56,2024-11-30
VNM.17.11_1,13.428813,54,2024-11-30
VNM.18.2_1,15.290419,58,2024-11-30
VNM.18.1_1,14.165973,55,2024-11-30
VNM.18.3_1,12.377957,52,2024-11-30
VNM.18.5_1,15.557,58,2024-11-30
VNM.18.4_1,16.663563,61,2024-11-30
VNM.18.6_1,12.49766,52,2024-11-30
VNM.18.7_1,13.077737,53,2024-11-30
VNM.18.8_1,13.049678,53,2024-11-30
VNM.18.9_1,16.893906,61,2024-11-30
VNM.18.10_1,16.242624,60,2024-11-30
VNM.18.11_1,15.448685,58,2024-11-30
VNM.18.12_1,16.630352,60,2024-11-30
VNM.19.1_1,12.95385,53,2024-11-30
VNM.19.2_1,16.131695,59,2024-11-30
VNM.19.3_1,12.730638,52,2024-11-30
VNM.19.4_1,13.9735155,55,2024-11-30
VNM.19.5_1,13.370807,54,2024-11-30
VNM.19.6_1,14.559683,56,2024-11-30
VNM.19.7_1,17.003286,61,2024-11-30
VNM.20.3_1,19.583202,67,2024-11-30
VNM.20.1_1,17.608454,63,2024-11-30
VNM.20.2_1,19.647842,67,2024-11-30
VNM.20.4_1,16.61417,60,2024-11-30
VNM.20.5_1,17.233833,62,2024-11-30
VNM.20.6_1,16.487347,60,2024-11-30
VNM.20.7_1,17.061598,62,2024-11-30
VNM.20.8_1,17.47403,62,2024-11-30
VNM.20.9_1,17.045683,61,2024-11-30
VNM.20.10_1,17.569595,63,2024-11-30
VNM.21.1_1,10.394081,43,2024-11-30
VNM.21.2_1,13.377079,54,2024-11-30
VNM.21.3_1,15.764028,59,2024-11-30
VNM.21.4_1,16.052002,59,2024-11-30
VNM.21.5_1,13.350152,54,2024-11-30
VNM.21.6_1,13.776521,55,2024-11-30
VNM.21.7_1,19.80482,67,2024-11-30
VNM.21.8_1,14.366713,56,2024-11-30
VNM.21.9_1,11.8027935,49,2024-11-30
VNM.21.10_1,19.356632,66,2024-11-30
VNM.21.11_1,13.06228,53,2024-11-30
VNM.21.12_1,11.881128,50,2024-11-30
VNM.21.13_1,12.253767,51,2024-11-30
VNM.21.14_1,13.157924,53,2024-11-30
VNM.21.15_1,13.815704,55,2024-11-30
VNM.21.16_1,13.322066,54,2024-11-30
VNM.21.17_1,15.744462,59,2024-11-30
VNM.22.1_1,47.628616,131,2024-11-30
VNM.22.2_1,55.4375,150,2024-11-30
VNM.22.3_1,36.74626,104,2024-11-30
VNM.22.4_1,47.0748,130,2024-11-30
VNM.22.5_1,56.8687,152,2024-11-30
VNM.22.6_1,31.959217,93,2024-11-30
VNM.22.7_1,26.218195,81,2024-11-30
VNM.22.8_1,52.67418,143,2024-11-30
VNM.22.9_1,33.85458,97,2024-11-30
VNM.22.10_1,30.868645,91,2024-11-30
VNM.22.11_1,37.535324,106,2024-11-30
VNM.22.12_1,45.431404,125,2024-11-30
VNM.23.1_1,22.438175,73,2024-11-30
VNM.23.2_1,26.09939,80,2024-11-30
VNM.23.4_1,26.63334,81,2024-11-30
VNM.23.5_1,23.947914,76,2024-11-30
VNM.23.6_1,29.760677,88,2024-11-30
VNM.23.7_1,23.298864,75,2024-11-30
VNM.23.8_1,25.78522,80,2024-11-30
VNM.23.9_1,29.36341,87,2024-11-30
VNM.23.10_1,26.76896,82,2024-11-30
VNM.23.11_1,35.740566,101,2024-11-30
VNM.23.12_1,34.25884,98,2024-11-30
VNM.23.13_1,24.223898,76,2024-11-30
VNM.23.14_1,30.75128,90,2024-11-30
VNM.23.15_1,26.513763,81,2024-11-30
VNM.24.2_1,10.508739,44,2024-11-30
VNM.24.1_1,10.560892,44,2024-11-30
VNM.24.4_1,9.831656,41,2024-11-30
VNM.24.3_1,9.367883,39,2024-11-30
VNM.24.5_1,10.288014,43,2024-11-30
VNM.24.6_1,9.646134,40,2024-11-30
VNM.24.7_1,10.193525,42,2024-11-30
VNM.24.8_1,8.456114,35,2024-11-30
VNM.25.1_1,12.344931,51,2024-11-30
VNM.25.2_1,14.951528,57,2024-11-30
VNM.25.3_1,19.080944,66,2024-11-30
VNM.25.4_1,18.339275,64,2024-11-30
VNM.25.5_1,12.427522,52,2024-11-30
VNM.25.6_1,19.360292,66,2024-11-30
VNM.25.7_1,12.4380665,52,2024-11-30
VNM.25.8_1,15.294717,58,2024-11-30
VNM.25.9_1,22.379963,73,2024-11-30
VNM.25.13_1,21.15329,70,2024-11-30
VNM.25.10_1,22.379963,73,2024-11-30
VNM.25.11_1,22.350098,73,2024-11-30
VNM.25.12_1,16.534243,60,2024-11-30
VNM.25.14_1,15.97932,59,2024-11-30
VNM.25.15_1,22.379963,73,2024-11-30
VNM.25.16_1,20.1068,68,2024-11-30
VNM.25.17_1,22.379963,73,2024-11-30
VNM.25.18_1,21.31872,70,2024-11-30
VNM.25.19_1,16.62828,60,2024-11-30
VNM.25.20_1,16.187014,60,2024-11-30
VNM.25.21_1,15.554109,58,2024-11-30
VNM.25.22_1,19.471058,67,2024-11-30
VNM.25.23_1,20.181051,68,2024-11-30
VNM.25.24_1,17.998384,63,2024-11-30
VNM.26.1_1,22.868391,74,2024-11-30
VNM.26.2_1,23.248928,74,2024-11-30
VNM.26.3_1,27.906485,84,2024-11-30
VNM.26.4_1,21.246428,70,2024-11-30
VNM.26.5_1,24.51709,77,2024-11-30
VNM.26.6_1,27.567272,84,2024-11-30
VNM.26.7_1,25.336737,79,2024-11-30
VNM.26.8_1,22.326378,72,2024-11-30
VNM.26.9_1,23.28775,75,2024-11-30
VNM.26.10_1,21.98565,72,2024-11-30
VNM.26.11_1,25.491781,79,2024-11-30
VNM.27.1_1,83.01929,165,2024-11-30
VNM.27.2_1,77.74749,162,2024-11-30
VNM.27.3_1,79.25583,163,2024-11-30
VNM.27.4_1,51.755085,141,2024-11-30
VNM.27.5_1,81.10033,164,2024-11-30
VNM.27.6_1,74.587296,161,2024-11-30
VNM.27.7_1,74.09012,161,2024-11-30
VNM.27.8_1,73.81604,160,2024-11-30
VNM.27.9_1,73.49276,160,2024-11-30
VNM.27.10_1,63.72991,155,2024-11-30
VNM.27.11_1,81.54903,164,2024-11-30
VNM.27.12_1,79.51565,163,2024-11-30
VNM.27.13_1,79.2445,163,2024-11-30
VNM.27.14_1,77.78176,163,2024-11-30
VNM.27.15_1,73.35261,160,2024-11-30
VNM.27.16_1,70.44136,159,2024-11-30
VNM.27.17_1,51.639328,141,2024-11-30
VNM.27.18_1,85.93772,167,2024-11-30
VNM.27.19_1,79.60804,163,2024-11-30
VNM.27.20_1,72.38014,160,2024-11-30
VNM.27.21_1,73.38804,160,2024-11-30
VNM.27.22_1,64.7645,156,2024-11-30
VNM.27.23_1,67.17118,157,2024-11-30
VNM.27.24_1,52.50116,143,2024-11-30
VNM.27.25_1,69.44837,158,2024-11-30
VNM.27.26_1,51.384037,140,2024-11-30
VNM.27.27_1,90.69076,169,2024-11-30
VNM.27.28_1,75.12903,161,2024-11-30
VNM.27.29_1,81.02874,164,2024-11-30
VNM.27.30_1,93.378876,171,2024-11-30
VNM.28.1_1,37.69999,106,2024-11-30
VNM.28.2_1,62.816814,155,2024-11-30
VNM.28.3_1,38.68368,109,2024-11-30
VNM.28.4_1,43.06885,120,2024-11-30
VNM.28.5_1,56.555065,152,2024-11-30
VNM.28.6_1,35.648846,101,2024-11-30
VNM.29.1_1,20.471588,69,2024-11-30
VNM.29.2_1,20.65793,69,2024-11-30
VNM.29.3_1,20.803041,69,2024-11-30
VNM.29.4_1,18.53467,64,2024-11-30
VNM.29.5_1,18.990747,66,2024-11-30
VNM.29.6_1,18.5013,64,2024-11-30
VNM.29.7_1,19.33729,66,2024-11-30
VNM.29.9_1,19.060812,66,2024-11-30
VNM.29.8_1,17.910555,63,2024-11-30
VNM.29.10_1,21.387337,71,2024-11-30
VNM.29.11_1,21.267097,70,2024-11-30
VNM.29.12_1,19.897839,67,2024-11-30
VNM.29.13_1,20.505756,69,2024-11-30
VNM.30.1_1,27.987461,84,2024-11-30
VNM.30.2_1,25.45426,79,2024-11-30
VNM.30.3_1,27.088688,83,2024-11-30
VNM.30.4_1,31.156458,91,2024-11-30
VNM.30.5_1,27.533915,83,2024-11-30
VNM.30.6_1,26.731592,82,2024-11-30
VNM.30.7_1,31.015915,91,2024-11-30
VNM.30.8_1,31.030396,91,2024-11-30
VNM.30.9_1,24.482115,77,2024-11-30
VNM.30.10_1,25.305777,79,2024-11-30
VNM.30.11_1,29.071028,87,2024-11-30
VNM.31.1_1,53.075195,144,2024-11-30
VNM.31.2_1,57.39144,152,2024-11-30
VNM.31.3_1,67.904106,157,2024-11-30
VNM.31.4_1,59.063313,153,2024-11-30
VNM.31.5_1,61.307266,154,2024-11-30
VNM.31.6_1,45.306572,125,2024-11-30
VNM.31.7_1,45.466713,126,2024-11-30
VNM.31.8_1,63.50364,155,2024-11-30
VNM.31.9_1,61.120907,154,2024-11-30
VNM.31.10_1,62.49139,155,2024-11-30
VNM.32.1_1,12.1604395,51,2024-11-30
VNM.32.2_1,10.769589,45,2024-11-30
VNM.32.3_1,14.337281,56,2024-11-30
VNM.32.4_1,11.984078,50,2024-11-30
VNM.32.5_1,12.857793,53,2024-11-30
VNM.32.6_1,10.009851,42,2024-11-30
VNM.32.7_1,12.378579,52,2024-11-30
VNM.32.8_1,12.294005,51,2024-11-30
VNM.33.1_1,10.71353,45,2024-11-30
VNM.33.2_1,11.711741,49,2024-11-30
VNM.33.3_1,11.35523,48,2024-11-30
VNM.33.4_1,12.437927,52,2024-11-30
VNM.33.5_1,16.355728,60,2024-11-30
VNM.33.6_1,11.73492,49,2024-11-30
VNM.33.7_1,15.800114,59,2024-11-30
VNM.33.8_1,15.68924,59,2024-11-30
VNM.33.9_1,12.873936,53,2024-11-30
VNM.33.10_1,14.580955,56,2024-11-30
VNM.33.11_1,16.245333,60,2024-11-30
VNM.33.12_1,12.625211,52,2024-11-30
VNM.33.13_1,11.698504,49,2024-11-30
VNM.33.14_1,12.149158,51,2024-11-30
VNM.33.15_1,9.493514,40,2024-11-30
VNM.34.1_1,12.373917,52,2024-11-30
VNM.34.2_1,14.260299,56,2024-11-30
VNM.34.3_1,15.553445,58,2024-11-30
VNM.34.4_1,19.074827,66,2024-11-30
VNM.34.5_1,11.496856,48,2024-11-30
VNM.34.6_1,12.7814045,52,2024-11-30
VNM.34.7_1,15.570914,58,2024-11-30
VNM.34.8_1,17.626387,63,2024-11-30
VNM.34.9_1,17.202251,62,2024-11-30
VNM.34.10_1,12.367795,52,2024-11-30
VNM.35.1_1,31.482683,92,2024-11-30
VNM.35.2_1,31.449415,92,2024-11-30
VNM.35.3_1,30.88923,91,2024-11-30
VNM.35.4_1,31.011707,91,2024-11-30
VNM.35.5_1,30.936588,91,2024-11-30
VNM.35.6_1,34.752556,99,2024-11-30
VNM.35.7_1,33.81897,97,2024-11-30
VNM.35.8_1,30.958609,91,2024-11-30
VNM.35.9_1,31.459263,92,2024-11-30
VNM.35.10_1,31.28454,91,2024-11-30
VNM.35.11_1,31.446903,92,2024-11-30
VNM.36.1_1,25.761255,80,2024-11-30
VNM.36.2_1,19.358198,66,2024-11-30
VNM.36.3_1,19.08925,66,2024-11-30
VNM.36.4_1,23.937283,76,2024-11-30
VNM.36.5_1,18.757427,65,2024-11-30
VNM.36.6_1,24.130135,76,2024-11-30
VNM.36.7_1,23.410446,75,2024-11-30
VNM.36.8_1,22.234768,72,2024-11-30
VNM.37.1_1,16.098858,59,2024-11-30
VNM.37.2_1,14.134342,55,2024-11-30
VNM.37.3_1,14.33511,56,2024-11-30
VNM.37.4_1,14.882996,57,2024-11-30
VNM.37.5_1,14.147162,55,2024-11-30
VNM.37.6_1,15.52157,58,2024-11-30
VNM.37.7_1,11.806964,49,2024-11-30
VNM.37.8_1,12.491057,52,2024-11-30
VNM.37.9_1,16.60349,60,2024-11-30
VNM.37.10_1,13.399627,54,2024-11-30
VNM.37.11_1,11.79148,49,2024-11-30
VNM.37.12_1,15.117501,57,2024-11-30
VNM.38.1_1,25.210493,79,2024-11-30
VNM.38.2_1,22.58965,73,2024-11-30
VNM.38.3_1,20.316208,68,2024-11-30
VNM.38.4_1,23.899504,76,2024-11-30
VNM.38.5_1,23.658861,75,2024-11-30
VNM.38.6_1,22.689615,73,2024-11-30
VNM.38.7_1,24.628273,77,2024-11-30
VNM.38.8_1,22.939377,74,2024-11-30
VNM.38.9_1,24.142395,76,2024-11-30
VNM.39.1_1,12.496496,52,2024-11-30
VNM.39.2_1,13.685596,54,2024-11-30
VNM.39.3_1,14.636409,56,2024-11-30
VNM.39.4_1,13.859079,55,2024-11-30
VNM.39.5_1,12.886091,53,2024-11-30
VNM.39.6_1,15.943113,59,2024-11-30
VNM.39.7_1,15.684438,59,2024-11-30
VNM.39.8_1,16.331228,60,2024-11-30
VNM.39.9_1,14.906023,57,2024-11-30
VNM.39.10_1,17.794107,63,2024-11-30
VNM.39.11_1,16.043373,59,2024-11-30
VNM.39.12_1,13.7504425,55,2024-11-30
VNM.39.13_1,14.902621,57,2024-11-30
VNM.39.14_1,14.926252,57,2024-11-30
VNM.39.15_1,17.002357,61,2024-11-30
VNM.40.1_1,22.49606,73,2024-11-30
VNM.40.2_1,23.186457,74,2024-11-30
VNM.40.3_1,34.839256,99,2024-11-30
VNM.40.4_1,25.780481,80,2024-11-30
VNM.40.5_1,21.379118,71,2024-11-30
VNM.40.6_1,22.695639,73,2024-11-30
VNM.40.7_1,23.860989,76,2024-11-30
VNM.40.8_1,23.890661,76,2024-11-30
VNM.40.9_1,23.90284,76,2024-11-30
VNM.40.10_1,24.580376,77,2024-11-30
VNM.41.1_1,20.0665,68,2024-11-30
VNM.41.2_1,21.200375,70,2024-11-30
VNM.41.3_1,18.46937,64,2024-11-30
VNM.41.4_1,22.239882,72,2024-11-30
VNM.41.5_1,22.515966,73,2024-11-30
VNM.41.6_1,21.870787,72,2024-11-30
VNM.41.7_1,23.1515,74,2024-11-30
VNM.41.8_1,19.90078,67,2024-11-30
VNM.41.9_1,24.492517,77,2024-11-30
VNM.41.10_1,23.923908,76,2024-11-30
VNM.41.11_1,22.257528,72,2024-11-30
VNM.41.12_1,21.79311,71,2024-11-30
VNM.41.13_1,21.071264,70,2024-11-30
VNM.41.14_1,21.138203,70,2024-11-30
VNM.41.15_1,21.003286,70,2024-11-30
VNM.41.16_1,22.773056,74,2024-11-30
VNM.41.17_1,18.659567,65,2024-11-30
VNM.41.18_1,21.57389,71,2024-11-30
VNM.41.19_1,18.532728,64,2024-11-30
VNM.41.20_1,20.660734,69,2024-11-30
VNM.41.21_1,24.244034,76,2024-11-30
VNM.42.1_1,26.524668,81,2024-11-30
VNM.42.2_1,24.896566,78,2024-11-30
VNM.42.3_1,25.582897,79,2024-11-30
VNM.42.4_1,29.232998,87,2024-11-30
VNM.42.5_1,20.971197,70,2024-11-30
VNM.42.6_1,25.41773,79,2024-11-30
VNM.42.7_1,22.074556,72,2024-11-30
VNM.42.8_1,29.598082,88,2024-11-30
VNM.43.1_1,12.61822,52,2024-11-30
VNM.43.2_1,11.160171,47,2024-11-30
VNM.43.3_1,13.873589,55,2024-11-30
VNM.43.4_1,14.4117985,56,2024-11-30
VNM.43.5_1,13.118281,53,2024-11-30
VNM.43.6_1,12.424225,52,2024-11-30
VNM.43.7_1,13.540668,54,2024-11-30
VNM.44.1_1,38.177536,108,2024-11-30
VNM.44.2_1,40.11094,112,2024-11-30
VNM.44.3_1,35.64943,101,2024-11-30
VNM.44.4_1,70.244835,159,2024-11-30
VNM.44.5_1,47.856827,132,2024-11-30
VNM.44.6_1,52.6588,143,2024-11-30
VNM.44.7_1,50.880657,139,2024-11-30
VNM.44.8_1,23.182981,74,2024-11-30
VNM.44.9_1,43.591957,121,2024-11-30
VNM.44.10_1,31.558184,92,2024-11-30
VNM.44.11_1,43.373043,120,2024-11-30
VNM.44.12_1,70.27317,159,2024-11-30
VNM.44.13_1,27.149979,83,2024-11-30
VNM.45.1_1,12.885033,53,2024-11-30
VNM.45.2_1,10.494224,44,2024-11-30
VNM.45.3_1,10.794282,45,2024-11-30
VNM.45.4_1,11.865253,50,2024-11-30
VNM.45.5_1,11.368583,48,2024-11-30
VNM.45.6_1,11.524335,48,2024-11-30
VNM.45.7_1,11.731841,49,2024-11-30
VNM.45.8_1,11.771601,49,2024-11-30
VNM.45.9_1,10.770607,45,2024-11-30
VNM.46.1_1,14.438554,56,2024-11-30
VNM.46.2_1,17.970602,63,2024-11-30
VNM.46.3_1,14.830977,57,2024-11-30
VNM.46.4_1,15.745808,59,2024-11-30
VNM.46.5_1,13.535939,54,2024-11-30
VNM.46.6_1,18.470663,64,2024-11-30
VNM.46.7_1,15.722943,59,2024-11-30
VNM.46.8_1,17.887707,63,2024-11-30
VNM.47.1_1,13.807732,55,2024-11-30
VNM.47.2_1,12.740879,52,2024-11-30
VNM.47.3_1,14.729372,56,2024-11-30
VNM.47.4_1,12.858297,53,2024-11-30
VNM.47.5_1,12.842477,52,2024-11-30
VNM.47.6_1,13.812155,55,2024-11-30
VNM.47.7_1,14.133983,55,2024-11-30
VNM.47.8_1,12.504872,52,2024-11-30
VNM.47.9_1,12.013162,50,2024-11-30
VNM.47.10_1,14.123748,55,2024-11-30
VNM.47.11_1,14.20898,55,2024-11-30
VNM.47.12_1,14.263283,56,2024-11-30
VNM.47.13_1,12.311962,51,2024-11-30
VNM.47.14_1,13.1621065,53,2024-11-30
VNM.47.15_1,11.7278185,49,2024-11-30
VNM.47.16_1,13.071102,53,2024-11-30
VNM.47.17_1,14.5957,56,2024-11-30
VNM.47.18_1,15.099669,57,2024-11-30
VNM.48.1_1,13.573861,54,2024-11-30
VNM.48.2_1,12.948121,53,2024-11-30
VNM.48.3_1,12.204079,51,2024-11-30
VNM.48.4_1,8.592596,36,2024-11-30
VNM.48.5_1,14.292625,56,2024-11-30
VNM.48.6_1,16.736526,61,2024-11-30
VNM.48.7_1,15.909096,59,2024-11-30
VNM.48.8_1,11.914238,50,2024-11-30
VNM.48.9_1,13.928208,55,2024-11-30
VNM.48.10_1,12.439351,52,2024-11-30
VNM.48.11_1,12.530375,52,2024-11-30
VNM.48.12_1,13.903751,55,2024-11-30
VNM.48.13_1,14.075319,55,2024-11-30
VNM.48.14_1,14.069519,55,2024-11-30
VNM.49.1_1,30.693096,90,2024-11-30
VNM.49.2_1,31.808685,92,2024-11-30
VNM.49.3_1,27.096518,83,2024-11-30
VNM.49.4_1,26.831139,82,2024-11-30
VNM.49.5_1,32.526,94,2024-11-30
VNM.49.6_1,29.528086,88,2024-11-30
VNM.49.7_1,25.552439,79,2024-11-30
VNM.49.8_1,30.526653,90,2024-11-30
VNM.49.9_1,29.353336,87,2024-11-30
VNM.49.10_1,33.59825,96,2024-11-30
VNM.49.11_1,27.876492,84,2024-11-30
VNM.49.12_1,33.34338,96,2024-11-30
VNM.49.13_1,28.897593,86,2024-11-30
VNM.49.14_1,29.56473,88,2024-11-30
VNM.50.2_1,12.3780985,52,2024-11-30
VNM.50.3_1,11.846908,49,2024-11-30
VNM.50.4_1,12.002654,50,2024-11-30
VNM.50.5_1,16.34639,60,2024-11-30
VNM.50.6_1,15.310023,58,2024-11-30
VNM.50.7_1,11.491922,48,2024-11-30
VNM.50.8_1,16.776058,61,2024-11-30
VNM.50.9_1,15.9108095,59,2024-11-30
VNM.50.10_1,17.632942,63,2024-11-30
VNM.51.1_1,11.177889,47,2024-11-30
VNM.51.2_1,12.952318,53,2024-11-30
VNM.51.3_1,12.545563,52,2024-11-30
VNM.51.4_1,12.042687,50,2024-11-30
VNM.51.5_1,11.930648,50,2024-11-30
VNM.51.6_1,12.2345085,51,2024-11-30
VNM.51.7_1,11.433302,48,2024-11-30
VNM.51.8_1,10.355456,43,2024-11-30
VNM.51.9_1,12.797132,52,2024-11-30
VNM.51.10_1,11.809365,49,2024-11-30
VNM.51.11_1,11.734363,49,2024-11-30
VNM.52.1_1,22.349365,72,2024-11-30
